symbol,name,price,exchange,exchangeShortName,type
AQN,Algonquin Power & Utilities Corp.,5.89,New York Stock Exchange,NYSE,stock
BORR,Borr Drilling Limited,6.45,New York Stock Exchange,NYSE,stock
CDE,"Coeur Mining, Inc.",2.58,New York Stock Exchange,NYSE,stock
SOL,ReneSola Ltd,2.03,New York Stock Exchange,NYSE,stock
ATUS,"Altice USA, Inc.",1.92,New York Stock Exchange,NYSE,stock
ENIC,Enel Chile S.A.,2.99,New York Stock Exchange,NYSE,stock
KGC,Kinross Gold Corporation,4.96,New York Stock Exchange,NYSE,stock
BBAI,"BigBear.ai Holdings, Inc.",1.93,New York Stock Exchange,NYSE,stock
KOS,Kosmos Energy Ltd.,5.95,New York Stock Exchange,NYSE,stock
LDI,"loanDepot, Inc.",2.6,New York Stock Exchange,NYSE,stock
SAND,Sandstorm Gold Ltd.,4.18,New York Stock Exchange,NYSE,stock
PNNT,PennantPark Investment Corporation,6.73,New York Stock Exchange,NYSE,stock
LOMA,Loma Negra Compañía Industrial Argentina Sociedad Anónima,6.48,New York Stock Exchange,NYSE,stock
EXPR,"Express, Inc.",2.69,New York Stock Exchange,NYSE,stock
GCI,"Gannett Co., Inc.",2.21,New York Stock Exchange,NYSE,stock
EAF,GrafTech International Ltd.,1.32,New York Stock Exchange,NYSE,stock
EVC,Entravision Communications Corporation,3.95,New York Stock Exchange,NYSE,stock
HMY,Harmony Gold Mining Company Limited,5.56,New York Stock Exchange,NYSE,stock
CATO,The Cato Corporation,6.61,New York Stock Exchange,NYSE,stock
FPH,"Five Point Holdings, LLC",3.16,New York Stock Exchange,NYSE,stock
SB,"Safe Bulkers, Inc.",4.36,New York Stock Exchange,NYSE,stock
GETY,"Getty Images Holdings, Inc.",4.45,New York Stock Exchange,NYSE,stock
CTV,Innovid Corp.,1.51,New York Stock Exchange,NYSE,stock
CGAU,Centerra Gold Inc.,5.23,New York Stock Exchange,NYSE,stock
NOTE,"FiscalNote Holdings, Inc.",1.59,New York Stock Exchange,NYSE,stock
ACCO,ACCO Brands Corporation,6.44,New York Stock Exchange,NYSE,stock
WBX,Wallbox N.V.,1.45,New York Stock Exchange,NYSE,stock
AMBP,Ardagh Metal Packaging S.A.,3.93,New York Stock Exchange,NYSE,stock
BARK,"BARK, Inc.",1.18,New York Stock Exchange,NYSE,stock
RERE,ATRenew Inc.,1.1,New York Stock Exchange,NYSE,stock
RSKD,Riskified Ltd.,4.46,New York Stock Exchange,NYSE,stock
FSM,Fortuna Silver Mines Inc.,2.79,New York Stock Exchange,NYSE,stock
SMR,NuScale Power Corporation,2.62,New York Stock Exchange,NYSE,stock
SRFM,Surf Air Mobility Inc.,1.1,New York Stock Exchange,NYSE,stock
GGB,Gerdau S.A.,4.38,New York Stock Exchange,NYSE,stock
ADT,ADT Inc.,6.7,New York Stock Exchange,NYSE,stock
WOW,"WideOpenWest, Inc.",3.86,New York Stock Exchange,NYSE,stock
ZEPP,Zepp Health Corporation,1.25,New York Stock Exchange,NYSE,stock
BRCC,BRC Inc.,3.91,New York Stock Exchange,NYSE,stock
BIG,"Big Lots, Inc.",4.06,New York Stock Exchange,NYSE,stock
MPLN,MultiPlan Corporation,1.11,New York Stock Exchange,NYSE,stock
CTOS,"Custom Truck One Source, Inc.",6.76,New York Stock Exchange,NYSE,stock
PRM,"Perimeter Solutions, SA",5.65,New York Stock Exchange,NYSE,stock
HL,Hecla Mining Company,3.58,New York Stock Exchange,NYSE,stock
IAG,IAMGOLD Corporation,2.55,New York Stock Exchange,NYSE,stock
GOTU,Gaotu Techedu Inc.,5.03,New York Stock Exchange,NYSE,stock
BLND,"Blend Labs, Inc.",2.41,New York Stock Exchange,NYSE,stock
EBS,Emergent BioSolutions Inc.,2.71,New York Stock Exchange,NYSE,stock
BTE,Baytex Energy Corp.,3.39,New York Stock Exchange,NYSE,stock
MUX,McEwen Mining Inc.,6.23,New York Stock Exchange,NYSE,stock
XYF,X Financial,4.09,New York Stock Exchange,NYSE,stock
SLQT,"SelectQuote, Inc.",1.63,New York Stock Exchange,NYSE,stock
LEV,The Lion Electric Company,1.71,New York Stock Exchange,NYSE,stock
BSBR,Banco Santander (Brasil) S.A.,5.86,New York Stock Exchange,NYSE,stock
YMM,Full Truck Alliance Co. Ltd.,6.33,New York Stock Exchange,NYSE,stock
CHMI,Cherry Hill Mortgage Investment Corporation,3.56,New York Stock Exchange,NYSE,stock
SPCE,"Virgin Galactic Holdings, Inc.",1.76,New York Stock Exchange,NYSE,stock
AMPS,"Altus Power, Inc.",7.0,New York Stock Exchange,NYSE,stock
CHPT,"ChargePoint Holdings, Inc.",1.93,New York Stock Exchange,NYSE,stock
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",4.74,New York Stock Exchange,NYSE,stock
BRSP,"BrightSpire Capital, Inc.",6.84,New York Stock Exchange,NYSE,stock
DAO,"Youdao, Inc.",3.93,New York Stock Exchange,NYSE,stock
ORN,"Orion Group Holdings, Inc.",6.4,New York Stock Exchange,NYSE,stock
HOUS,Anywhere Real Estate Inc.,6.59,New York Stock Exchange,NYSE,stock
HKD,AMTD Digital Inc.,3.89,New York Stock Exchange,NYSE,stock
EXK,Endeavour Silver Corp.,1.5,New York Stock Exchange,NYSE,stock
MYTE,MYT Netherlands Parent B.V.,2.95,New York Stock Exchange,NYSE,stock
GENI,Genius Sports Limited,6.63,New York Stock Exchange,NYSE,stock
CIO,"City Office REIT, Inc.",4.67,New York Stock Exchange,NYSE,stock
SGHC,Super Group (SGHC) Limited,3.21,New York Stock Exchange,NYSE,stock
BB,BlackBerry Limited,2.71,New York Stock Exchange,NYSE,stock
UWMC,UWM Holdings Corporation,6.67,New York Stock Exchange,NYSE,stock
PSQH,"PSQ Holdings, Inc.",4.75,New York Stock Exchange,NYSE,stock
VLN,Valens Semiconductor Ltd.,2.54,New York Stock Exchange,NYSE,stock
LOCL,Local Bounti Corporation,2.52,New York Stock Exchange,NYSE,stock
PNST,Pinstripes Holdings Inc.,3.2,New York Stock Exchange,NYSE,stock
LPL,"LG Display Co., Ltd.",4.43,New York Stock Exchange,NYSE,stock
LEO,"BNY Mellon Strategic Municipals, Inc.",6.02,New York Stock Exchange,NYSE,stock
ZVIA,Zevia PBC,1.48,New York Stock Exchange,NYSE,stock
HBM,Hudbay Minerals Inc.,5.35,New York Stock Exchange,NYSE,stock
ODV,Osisko Development Corp.,2.01,New York Stock Exchange,NYSE,stock
ENZ,"Enzo Biochem, Inc.",1.33,New York Stock Exchange,NYSE,stock
YEXT,"Yext, Inc.",5.76,New York Stock Exchange,NYSE,stock
HUYA,HUYA Inc.,3.18,New York Stock Exchange,NYSE,stock
AMPX,"Amprius Technologies, Inc.",3.69,New York Stock Exchange,NYSE,stock
RFL,"Rafael Holdings, Inc.",1.83,New York Stock Exchange,NYSE,stock
BKSY,BlackSky Technology Inc.,1.44,New York Stock Exchange,NYSE,stock
UP,Wheels Up Experience Inc.,3.16,New York Stock Exchange,NYSE,stock
BHR,Braemar Hotels & Resorts Inc.,2.35,New York Stock Exchange,NYSE,stock
TSE,Trinseo PLC,4.4,New York Stock Exchange,NYSE,stock
GRNT,"Granite Ridge Resources, Inc",6.22,New York Stock Exchange,NYSE,stock
LZM,Lifezone Metals Limited,4.8,New York Stock Exchange,NYSE,stock
LFT,"Lument Finance Trust, Inc.",2.25,New York Stock Exchange,NYSE,stock
WDH,Waterdrop Inc.,1.16,New York Stock Exchange,NYSE,stock
IHS,IHS Holding Limited,2.78,New York Stock Exchange,NYSE,stock
SQNS,Sequans Communications S.A.,2.6,New York Stock Exchange,NYSE,stock
FIGS,"FIGS, Inc.",6.21,New York Stock Exchange,NYSE,stock
SUPV,Grupo Supervielle S.A.,4.28,New York Stock Exchange,NYSE,stock
JOBY,"Joby Aviation, Inc.",6.07,New York Stock Exchange,NYSE,stock
RIG,Transocean Ltd.,4.86,New York Stock Exchange,NYSE,stock
QD,Qudian Inc.,2.45,New York Stock Exchange,NYSE,stock
RDW,Redwire Corporation,2.94,New York Stock Exchange,NYSE,stock
IH,iHuman Inc.,2.36,New York Stock Exchange,NYSE,stock
CIA,"Citizens, Inc.",2.88,New York Stock Exchange,NYSE,stock
GNW,"Genworth Financial, Inc.",6.06,New York Stock Exchange,NYSE,stock
DTC,"Solo Brands, Inc.",2.64,New York Stock Exchange,NYSE,stock
PL,Planet Labs PBC,2.16,New York Stock Exchange,NYSE,stock
NAT,Nordic American Tankers Limited,4.16,New York Stock Exchange,NYSE,stock
ALTM,Arcadium Lithium plc,4.69,NASDAQ Global Market,NASDAQ,stock
BTCM,BIT Mining Limited,3.92,New York Stock Exchange,NYSE,stock
BFLY,"Butterfly Network, Inc.",1.01,New York Stock Exchange,NYSE,stock
MFG,"Mizuho Financial Group, Inc.",3.67,New York Stock Exchange,NYSE,stock
CYH,"Community Health Systems, Inc.",2.9,New York Stock Exchange,NYSE,stock
DSX,Diana Shipping Inc.,2.91,New York Stock Exchange,NYSE,stock
LYG,Lloyds Banking Group plc,2.13,New York Stock Exchange,NYSE,stock
NEXA,Nexa Resources S.A.,6.82,New York Stock Exchange,NYSE,stock
SKE,Skeena Resources Limited,3.57,New York Stock Exchange,NYSE,stock
DNA,"Ginkgo Bioworks Holdings, Inc.",1.29,New York Stock Exchange,NYSE,stock
KIND,"Nextdoor Holdings, Inc.",1.7,New York Stock Exchange,NYSE,stock
AGL,"agilon health, inc.",6.41,New York Stock Exchange,NYSE,stock
CIG,Companhia Energética de Minas Gerais,2.34,New York Stock Exchange,NYSE,stock
EVEX,"Eve Holding, Inc.",5.83,New York Stock Exchange,NYSE,stock
BBD,Banco Bradesco S.A.,2.82,New York Stock Exchange,NYSE,stock
NUVB,Nuvation Bio Inc.,1.78,New York Stock Exchange,NYSE,stock
TRTX,"TPG RE Finance Trust, Inc.",6.45,New York Stock Exchange,NYSE,stock
KODK,Eastman Kodak Company,3.42,New York Stock Exchange,NYSE,stock
HBI,Hanesbrands Inc.,4.58,New York Stock Exchange,NYSE,stock
LUMN,"Lumen Technologies, Inc.",1.55,New York Stock Exchange,NYSE,stock
TDCX,TDCX Inc.,6.33,New York Stock Exchange,NYSE,stock
TSI,"TCW Strategic Income Fund, Inc.",4.68,New York Stock Exchange,NYSE,stock
NRDY,"Nerdy, Inc.",3.03,New York Stock Exchange,NYSE,stock
LL,"LL Flooring Holdings, Inc.",2.04,New York Stock Exchange,NYSE,stock
COMP,"Compass, Inc.",3.49,New York Stock Exchange,NYSE,stock
NINE,"Nine Energy Service, Inc.",2.11,New York Stock Exchange,NYSE,stock
QBTS,D-Wave Quantum Inc.,1.82,New York Stock Exchange,NYSE,stock
YRD,Yiren Digital Ltd.,4.9,New York Stock Exchange,NYSE,stock
NMR,"Nomura Holdings, Inc.",5.57,New York Stock Exchange,NYSE,stock
YALA,Yalla Group Limited,4.86,New York Stock Exchange,NYSE,stock
CINT,CI&T Inc,4.56,New York Stock Exchange,NYSE,stock
FREY,FREYR Battery,1.69,New York Stock Exchange,NYSE,stock
OCFT,"OneConnect Financial Technology Co., Ltd.",2.25,New York Stock Exchange,NYSE,stock
AMTD,AMTD IDEA Group,1.8,New York Stock Exchange,NYSE,stock
GLT,Glatfelter Corporation,2.06,New York Stock Exchange,NYSE,stock
COOK,"Traeger, Inc.",2.1,New York Stock Exchange,NYSE,stock
KNOP,KNOT Offshore Partners LP,5.57,New York Stock Exchange,NYSE,stock
LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,4.8,New York Stock Exchange,NYSE,stock
TUYA,Tuya Inc.,1.73,New York Stock Exchange,NYSE,stock
DRD,DRDGOLD Limited,6.91,New York Stock Exchange,NYSE,stock
ARC,"ARC Document Solutions, Inc.",2.65,New York Stock Exchange,NYSE,stock
GATO,"Gatos Silver, Inc.",5.61,New York Stock Exchange,NYSE,stock
CANG,Cango Inc.,1.7,New York Stock Exchange,NYSE,stock
EEX,"Emerald Holding, Inc.",6.61,New York Stock Exchange,NYSE,stock
FSCO,FS Credit Opportunities Corp.,5.74,New York Stock Exchange,NYSE,stock
