symbol
GBPCAD
EURUSD
GBPAUD
EURZAR
XAUUSD
EURTRY
USDMXN
USDPLN
TRYJPY
AUDNZD
AUDCAD
EURGBP
AUDCHF
NZDUSD
USDTHB
NZDCHF
CADCHF
NZDCAD
NZDJPY
USDHUF
CADJPY
EURCZK
GBPJPY
USDCZK
USDCHF
GBPZAR
EURNOK
EURHUF
GBPUSD
EURNZD
USDZAR
GBPCHF
GBPNZD
USDJPY
AUDUSD
USDNOK
USDCAD
EURCHF
EURAUD
EURCAD
AUDJPY
EURJPY
