symbol,close,dateTimeUtc,dateTimeEst
UNFIUSDT,6.267,2023-10-14 23:00:00,2023-10-14 18:00:00
UMAUSDT,1.285,2023-10-14 23:00:00,2023-10-14 18:00:00
UFTUSDT,0.2308,2023-10-14 23:00:00,2023-10-14 18:00:00
TWTUSDT,1.056,2023-10-14 23:00:00,2023-10-14 18:00:00
TVKUSDT,0.01948,2023-10-14 23:00:00,2023-10-14 18:00:00
TUSDT,0.02247,2023-10-14 23:00:00,2023-10-14 18:00:00
TRXUSDT,0.08503,2023-10-14 23:00:00,2023-10-14 18:00:00
TRUUSDT,0.03382,2023-10-14 23:00:00,2023-10-14 18:00:00
TROYUSDT,0.002199,2023-10-14 23:00:00,2023-10-14 18:00:00
TRBUSDT,51.72,2023-10-14 23:00:00,2023-10-14 18:00:00
TOMOUSDT,1.5037,2023-10-14 23:00:00,2023-10-14 18:00:00
TLMUSDT,0.00949,2023-10-14 23:00:00,2023-10-14 18:00:00
TKOUSDT,0.2085,2023-10-14 23:00:00,2023-10-14 18:00:00
THETAUSDT,0.589,2023-10-14 23:00:00,2023-10-14 18:00:00
TFUELUSDT,0.03183,2023-10-14 23:00:00,2023-10-14 18:00:00
SYSUSDT,0.0818,2023-10-14 23:00:00,2023-10-14 18:00:00
SYNUSDT,0.2857,2023-10-14 23:00:00,2023-10-14 18:00:00
SXPUSDT,0.2678,2023-10-14 23:00:00,2023-10-14 18:00:00
SUSHIUSDT,0.543,2023-10-14 23:00:00,2023-10-14 18:00:00
SUPERUSDT,0.0726,2023-10-14 23:00:00,2023-10-14 18:00:00
SUNUSDT,0.00538,2023-10-14 23:00:00,2023-10-14 18:00:00
SUIUSDT,0.4156,2023-10-14 23:00:00,2023-10-14 18:00:00
STXUSDT,0.5013,2023-10-14 23:00:00,2023-10-14 18:00:00
STRAXUSDT,0.73,2023-10-14 23:00:00,2023-10-14 18:00:00
STPTUSDT,0.0692,2023-10-14 23:00:00,2023-10-14 18:00:00
STORJUSDT,0.4052,2023-10-14 23:00:00,2023-10-14 18:00:00
STMXUSDT,0.006467,2023-10-14 23:00:00,2023-10-14 18:00:00
STGUSDT,0.4176,2023-10-14 23:00:00,2023-10-14 18:00:00
STEEMUSDT,0.1715,2023-10-14 23:00:00,2023-10-14 18:00:00
SSVUSDT,13.23,2023-10-14 23:00:00,2023-10-14 18:00:00
SPELLUSDT,0.0004406,2023-10-14 23:00:00,2023-10-14 18:00:00
SOLUSDT,22.0,2023-10-14 23:00:00,2023-10-14 18:00:00
SNXUSDT,1.851,2023-10-14 23:00:00,2023-10-14 18:00:00
SNTUSDT,0.02398,2023-10-14 23:00:00,2023-10-14 18:00:00
SLPUSDT,0.001363,2023-10-14 23:00:00,2023-10-14 18:00:00
SKLUSDT,0.02116,2023-10-14 23:00:00,2023-10-14 18:00:00
SHIBUSDT,7.02e-06,2023-10-14 23:00:00,2023-10-14 18:00:00
SFPUSDT,0.6185,2023-10-14 23:00:00,2023-10-14 18:00:00
SEIUSDT,0.1029,2023-10-14 23:00:00,2023-10-14 18:00:00
SCUSDT,0.00288,2023-10-14 23:00:00,2023-10-14 18:00:00
SCRTUSDT,0.243,2023-10-14 23:00:00,2023-10-14 18:00:00
SANTOSUSDT,2.613,2023-10-14 23:00:00,2023-10-14 18:00:00
SANDUSDT,0.289,2023-10-14 23:00:00,2023-10-14 18:00:00
RVNUSDT,0.01406,2023-10-14 23:00:00,2023-10-14 18:00:00
RUNEUSDT,1.634,2023-10-14 23:00:00,2023-10-14 18:00:00
RSRUSDT,0.001842,2023-10-14 23:00:00,2023-10-14 18:00:00
RPLUSDT,20.3,2023-10-14 23:00:00,2023-10-14 18:00:00
ROSEUSDT,0.04016,2023-10-14 23:00:00,2023-10-14 18:00:00
RNDRUSDT,1.739,2023-10-14 23:00:00,2023-10-14 18:00:00
RLCUSDT,0.95,2023-10-14 23:00:00,2023-10-14 18:00:00
RIFUSDT,0.0642,2023-10-14 23:00:00,2023-10-14 18:00:00
REQUSDT,0.0756,2023-10-14 23:00:00,2023-10-14 18:00:00
RENUSDT,0.043194,2023-10-14 23:00:00,2023-10-14 18:00:00
REIUSDT,0.02394,2023-10-14 23:00:00,2023-10-14 18:00:00
REEFUSDT,0.001251,2023-10-14 23:00:00,2023-10-14 18:00:00
RDNTUSDT,0.218,2023-10-14 23:00:00,2023-10-14 18:00:00
RAYUSDT,0.1655,2023-10-14 23:00:00,2023-10-14 18:00:00
RAREUSDT,0.0549,2023-10-14 23:00:00,2023-10-14 18:00:00
RADUSDT,1.25,2023-10-14 23:00:00,2023-10-14 18:00:00
QUICKUSDT,0.04126,2023-10-14 23:00:00,2023-10-14 18:00:00
QTUMUSDT,2.15,2023-10-14 23:00:00,2023-10-14 18:00:00
QNTUSDT,86.9,2023-10-14 23:00:00,2023-10-14 18:00:00
QKCUSDT,0.007842,2023-10-14 23:00:00,2023-10-14 18:00:00
QIUSDT,0.00498,2023-10-14 23:00:00,2023-10-14 18:00:00
PYRUSDT,2.842,2023-10-14 23:00:00,2023-10-14 18:00:00
PUNDIXUSDT,0.3589,2023-10-14 23:00:00,2023-10-14 18:00:00
PSGUSDT,2.908,2023-10-14 23:00:00,2023-10-14 18:00:00
PROSUSDT,0.25,2023-10-14 23:00:00,2023-10-14 18:00:00
PROMUSDT,4.064,2023-10-14 23:00:00,2023-10-14 18:00:00
POWRUSDT,0.1638,2023-10-14 23:00:00,2023-10-14 18:00:00
PORTOUSDT,1.603,2023-10-14 23:00:00,2023-10-14 18:00:00
PONDUSDT,0.00817,2023-10-14 23:00:00,2023-10-14 18:00:00
POLYXUSDT,0.1172,2023-10-14 23:00:00,2023-10-14 18:00:00
POLSUSDT,0.2725,2023-10-14 23:00:00,2023-10-14 18:00:00
PNTUSDT,0.1258,2023-10-14 23:00:00,2023-10-14 18:00:00
PLAUSDT,0.1482,2023-10-14 23:00:00,2023-10-14 18:00:00
PHBUSDT,0.5623,2023-10-14 23:00:00,2023-10-14 18:00:00
PHAUSDT,0.0904,2023-10-14 23:00:00,2023-10-14 18:00:00
PERPUSDT,0.55087,2023-10-14 23:00:00,2023-10-14 18:00:00
PERLUSDT,0.01696,2023-10-14 23:00:00,2023-10-14 18:00:00
PEPEUSDT,6.4e-07,2023-10-14 23:00:00,2023-10-14 18:00:00
PEOPLEUSDT,0.009,2023-10-14 23:00:00,2023-10-14 18:00:00
PENDLEUSDT,0.6269,2023-10-14 23:00:00,2023-10-14 18:00:00
OXTUSDT,0.0602,2023-10-14 23:00:00,2023-10-14 18:00:00
OSMOUSDT,0.2502,2023-10-14 23:00:00,2023-10-14 18:00:00
ORNUSDT,0.5117,2023-10-14 23:00:00,2023-10-14 18:00:00
OPUSDT,1.198,2023-10-14 23:00:00,2023-10-14 18:00:00
OOKIUSDT,0.002432,2023-10-14 23:00:00,2023-10-14 18:00:00
ONTUSDT,0.1627,2023-10-14 23:00:00,2023-10-14 18:00:00
ONGUSDT,0.2269,2023-10-14 23:00:00,2023-10-14 18:00:00
ONEUSDT,0.00915,2023-10-14 23:00:00,2023-10-14 18:00:00
OMUSDT,0.0181,2023-10-14 23:00:00,2023-10-14 18:00:00
OMGUSDT,0.44,2023-10-14 23:00:00,2023-10-14 18:00:00
OGUSDT,4.17,2023-10-14 23:00:00,2023-10-14 18:00:00
OGNUSDT,0.1161,2023-10-14 23:00:00,2023-10-14 18:00:00
OCEANUSDT,0.2875,2023-10-14 23:00:00,2023-10-14 18:00:00
OAXUSDT,0.1542,2023-10-14 23:00:00,2023-10-14 18:00:00
NULSUSDT,0.1727,2023-10-14 23:00:00,2023-10-14 18:00:00
NTRNUSDT,0.3136,2023-10-14 23:00:00,2023-10-14 18:00:00
NMRUSDT,12.01,2023-10-14 23:00:00,2023-10-14 18:00:00
NKNUSDT,0.082,2023-10-14 23:00:00,2023-10-14 18:00:00
NEXOUSDT,0.527,2023-10-14 23:00:00,2023-10-14 18:00:00
NEOUSDT,6.89,2023-10-14 23:00:00,2023-10-14 18:00:00
NEARUSDT,1.01,2023-10-14 23:00:00,2023-10-14 18:00:00
MULTIUSDT,2.07,2023-10-14 23:00:00,2023-10-14 18:00:00
MTLUSDT,1.216,2023-10-14 23:00:00,2023-10-14 18:00:00
MOVRUSDT,3.843,2023-10-14 23:00:00,2023-10-14 18:00:00
MOBUSDT,0.461,2023-10-14 23:00:00,2023-10-14 18:00:00
MLNUSDT,15.43,2023-10-14 23:00:00,2023-10-14 18:00:00
MKRUSDT,1418.0,2023-10-14 23:00:00,2023-10-14 18:00:00
MINAUSDT,0.3607,2023-10-14 23:00:00,2023-10-14 18:00:00
MDXUSDT,0.0597,2023-10-14 23:00:00,2023-10-14 18:00:00
MDTUSDT,0.04124,2023-10-14 23:00:00,2023-10-14 18:00:00
MCUSDT,0.3232,2023-10-14 23:00:00,2023-10-14 18:00:00
MBOXUSDT,0.2106,2023-10-14 23:00:00,2023-10-14 18:00:00
MBLUSDT,0.003059,2023-10-14 23:00:00,2023-10-14 18:00:00
MAVUSDT,0.2169,2023-10-14 23:00:00,2023-10-14 18:00:00
MATICUSDT,0.5174,2023-10-14 23:00:00,2023-10-14 18:00:00
MASKUSDT,2.547,2023-10-14 23:00:00,2023-10-14 18:00:00
MANAUSDT,0.2837,2023-10-14 23:00:00,2023-10-14 18:00:00
MAGICUSDT,0.4826,2023-10-14 23:00:00,2023-10-14 18:00:00
LUNCUSDT,5.761e-05,2023-10-14 23:00:00,2023-10-14 18:00:00
LUNAUSDT,0.4018,2023-10-14 23:00:00,2023-10-14 18:00:00
LTOUSDT,0.0544,2023-10-14 23:00:00,2023-10-14 18:00:00
LTCUSDT,61.6,2023-10-14 23:00:00,2023-10-14 18:00:00
LSKUSDT,0.769,2023-10-14 23:00:00,2023-10-14 18:00:00
LRCUSDT,0.1671,2023-10-14 23:00:00,2023-10-14 18:00:00
LQTYUSDT,1.429,2023-10-14 23:00:00,2023-10-14 18:00:00
LPTUSDT,5.67,2023-10-14 23:00:00,2023-10-14 18:00:00
LOOMUSDT,0.34375,2023-10-14 23:00:00,2023-10-14 18:00:00
LOKAUSDT,0.1809,2023-10-14 23:00:00,2023-10-14 18:00:00
LITUSDT,0.667,2023-10-14 23:00:00,2023-10-14 18:00:00
LINKUSDT,7.32,2023-10-14 23:00:00,2023-10-14 18:00:00
LINAUSDT,0.009953,2023-10-14 23:00:00,2023-10-14 18:00:00
LEVERUSDT,0.001396,2023-10-14 23:00:00,2023-10-14 18:00:00
LDOUSDT,1.597,2023-10-14 23:00:00,2023-10-14 18:00:00
LAZIOUSDT,1.662,2023-10-14 23:00:00,2023-10-14 18:00:00
KSMUSDT,17.45,2023-10-14 23:00:00,2023-10-14 18:00:00
KP3RUSDT,44.66,2023-10-14 23:00:00,2023-10-14 18:00:00
KNCUSDT,0.649,2023-10-14 23:00:00,2023-10-14 18:00:00
KMDUSDT,0.2121,2023-10-14 23:00:00,2023-10-14 18:00:00
KLAYUSDT,0.1301,2023-10-14 23:00:00,2023-10-14 18:00:00
KEYUSDT,0.005344,2023-10-14 23:00:00,2023-10-14 18:00:00
KDAUSDT,0.437,2023-10-14 23:00:00,2023-10-14 18:00:00
KAVAUSDT,0.588,2023-10-14 23:00:00,2023-10-14 18:00:00
JUVUSDT,1.938,2023-10-14 23:00:00,2023-10-14 18:00:00
JSTUSDT,0.02221,2023-10-14 23:00:00,2023-10-14 18:00:00
JOEUSDT,0.2255,2023-10-14 23:00:00,2023-10-14 18:00:00
JASMYUSDT,0.003105,2023-10-14 23:00:00,2023-10-14 18:00:00
IRISUSDT,0.01724,2023-10-14 23:00:00,2023-10-14 18:00:00
IQUSDT,0.00458,2023-10-14 23:00:00,2023-10-14 18:00:00
IOTXUSDT,0.01861,2023-10-14 23:00:00,2023-10-14 18:00:00
IOTAUSDT,0.1446,2023-10-14 23:00:00,2023-10-14 18:00:00
IOSTUSDT,0.00695,2023-10-14 23:00:00,2023-10-14 18:00:00
INJUSDT,7.606,2023-10-14 23:00:00,2023-10-14 18:00:00
IMXUSDT,0.5293,2023-10-14 23:00:00,2023-10-14 18:00:00
ILVUSDT,39.75,2023-10-14 23:00:00,2023-10-14 18:00:00
IDUSDT,0.1874,2023-10-14 23:00:00,2023-10-14 18:00:00
IDEXUSDT,0.04366,2023-10-14 23:00:00,2023-10-14 18:00:00
ICXUSDT,0.1706,2023-10-14 23:00:00,2023-10-14 18:00:00
ICPUSDT,3.1,2023-10-14 23:00:00,2023-10-14 18:00:00
HOTUSDT,0.001116,2023-10-14 23:00:00,2023-10-14 18:00:00
HOOKUSDT,0.7592,2023-10-14 23:00:00,2023-10-14 18:00:00
HIVEUSDT,0.2903,2023-10-14 23:00:00,2023-10-14 18:00:00
HIGHUSDT,1.118,2023-10-14 23:00:00,2023-10-14 18:00:00
HIFIUSDT,0.6004,2023-10-14 23:00:00,2023-10-14 18:00:00
HFTUSDT,0.2814,2023-10-14 23:00:00,2023-10-14 18:00:00
HBARUSDT,0.0468,2023-10-14 23:00:00,2023-10-14 18:00:00
HARDUSDT,0.1084,2023-10-14 23:00:00,2023-10-14 18:00:00
GTCUSDT,0.84,2023-10-14 23:00:00,2023-10-14 18:00:00
GRTUSDT,0.081,2023-10-14 23:00:00,2023-10-14 18:00:00
GNSUSDT,3.095,2023-10-14 23:00:00,2023-10-14 18:00:00
GNOUSDT,93.6,2023-10-14 23:00:00,2023-10-14 18:00:00
GMXUSDT,35.51,2023-10-14 23:00:00,2023-10-14 18:00:00
GMTUSDT,0.1461,2023-10-14 23:00:00,2023-10-14 18:00:00
GLMUSDT,0.1751,2023-10-14 23:00:00,2023-10-14 18:00:00
GLMRUSDT,0.185,2023-10-14 23:00:00,2023-10-14 18:00:00
GHSTUSDT,0.763,2023-10-14 23:00:00,2023-10-14 18:00:00
GFTUSDT,0.0179,2023-10-14 23:00:00,2023-10-14 18:00:00
GASUSDT,2.266,2023-10-14 23:00:00,2023-10-14 18:00:00
GALUSDT,1.133,2023-10-14 23:00:00,2023-10-14 18:00:00
GALAUSDT,0.01352,2023-10-14 23:00:00,2023-10-14 18:00:00
FXSUSDT,5.792,2023-10-14 23:00:00,2023-10-14 18:00:00
FUNUSDT,0.004154,2023-10-14 23:00:00,2023-10-14 18:00:00
FTTUSDT,1.0442,2023-10-14 23:00:00,2023-10-14 18:00:00
FTMUSDT,0.1837,2023-10-14 23:00:00,2023-10-14 18:00:00
FRONTUSDT,0.3043,2023-10-14 23:00:00,2023-10-14 18:00:00
FORUSDT,0.01715,2023-10-14 23:00:00,2023-10-14 18:00:00
FORTHUSDT,2.755,2023-10-14 23:00:00,2023-10-14 18:00:00
FLUXUSDT,0.3253,2023-10-14 23:00:00,2023-10-14 18:00:00
FLOWUSDT,0.431,2023-10-14 23:00:00,2023-10-14 18:00:00
FLOKIUSDT,1.837e-05,2023-10-14 23:00:00,2023-10-14 18:00:00
FLMUSDT,0.0669,2023-10-14 23:00:00,2023-10-14 18:00:00
FISUSDT,0.253,2023-10-14 23:00:00,2023-10-14 18:00:00
FIROUSDT,1.449,2023-10-14 23:00:00,2023-10-14 18:00:00
FIOUSDT,0.01832,2023-10-14 23:00:00,2023-10-14 18:00:00
FILUSDT,3.211,2023-10-14 23:00:00,2023-10-14 18:00:00
FIDAUSDT,0.1559,2023-10-14 23:00:00,2023-10-14 18:00:00
FETUSDT,0.2131,2023-10-14 23:00:00,2023-10-14 18:00:00
FDUSDUSDT,1.0003,2023-10-14 23:00:00,2023-10-14 18:00:00
FARMUSDT,23.22,2023-10-14 23:00:00,2023-10-14 18:00:00
ETHUSDT,1555.1,2023-10-14 23:00:00,2023-10-14 18:00:00
ETCUSDT,14.99,2023-10-14 23:00:00,2023-10-14 18:00:00
ERNUSDT,1.448,2023-10-14 23:00:00,2023-10-14 18:00:00
EPXUSDT,0.0001782,2023-10-14 23:00:00,2023-10-14 18:00:00
EOSUSDT,0.542,2023-10-14 23:00:00,2023-10-14 18:00:00
ENSUSDT,7.01,2023-10-14 23:00:00,2023-10-14 18:00:00
ENJUSDT,0.2106,2023-10-14 23:00:00,2023-10-14 18:00:00
ELFUSDT,0.3332,2023-10-14 23:00:00,2023-10-14 18:00:00
EGLDUSDT,23.96,2023-10-14 23:00:00,2023-10-14 18:00:00
EDUUSDT,0.41244,2023-10-14 23:00:00,2023-10-14 18:00:00
DYDXUSDT,1.831,2023-10-14 23:00:00,2023-10-14 18:00:00
DUSKUSDT,0.1057,2023-10-14 23:00:00,2023-10-14 18:00:00
DREPUSDT,0.2705,2023-10-14 23:00:00,2023-10-14 18:00:00
DOTUSDT,3.733,2023-10-14 23:00:00,2023-10-14 18:00:00
DOGEUSDT,0.05983,2023-10-14 23:00:00,2023-10-14 18:00:00
DODOUSDT,0.0981,2023-10-14 23:00:00,2023-10-14 18:00:00
DOCKUSDT,0.01449,2023-10-14 23:00:00,2023-10-14 18:00:00
DIAUSDT,0.2278,2023-10-14 23:00:00,2023-10-14 18:00:00
DGBUSDT,0.00617,2023-10-14 23:00:00,2023-10-14 18:00:00
DFUSDT,0.03345,2023-10-14 23:00:00,2023-10-14 18:00:00
DEXEUSDT,2.13,2023-10-14 23:00:00,2023-10-14 18:00:00
DENTUSDT,0.000591,2023-10-14 23:00:00,2023-10-14 18:00:00
DEGOUSDT,1.312,2023-10-14 23:00:00,2023-10-14 18:00:00
DCRUSDT,12.12,2023-10-14 23:00:00,2023-10-14 18:00:00
DATAUSDT,0.02347,2023-10-14 23:00:00,2023-10-14 18:00:00
DASHUSDT,25.47,2023-10-14 23:00:00,2023-10-14 18:00:00
DARUSDT,0.08044,2023-10-14 23:00:00,2023-10-14 18:00:00
CYBERUSDT,4.514,2023-10-14 23:00:00,2023-10-14 18:00:00
CVXUSDT,2.674,2023-10-14 23:00:00,2023-10-14 18:00:00
CVPUSDT,0.305,2023-10-14 23:00:00,2023-10-14 18:00:00
CVCUSDT,0.0748,2023-10-14 23:00:00,2023-10-14 18:00:00
CTXCUSDT,0.1167,2023-10-14 23:00:00,2023-10-14 18:00:00
CTSIUSDT,0.1313,2023-10-14 23:00:00,2023-10-14 18:00:00
CTKUSDT,0.429,2023-10-14 23:00:00,2023-10-14 18:00:00
CRVUSDT,0.4374,2023-10-14 23:00:00,2023-10-14 18:00:00
CREAMUSDT,15.54,2023-10-14 23:00:00,2023-10-14 18:00:00
COTIUSDT,0.03916,2023-10-14 23:00:00,2023-10-14 18:00:00
COSUSDT,0.00432,2023-10-14 23:00:00,2023-10-14 18:00:00
COMPUSDT,40.81,2023-10-14 23:00:00,2023-10-14 18:00:00
COMBOUSDT,0.544,2023-10-14 23:00:00,2023-10-14 18:00:00
CLVUSDT,0.03005,2023-10-14 23:00:00,2023-10-14 18:00:00
CKBUSDT,0.002617,2023-10-14 23:00:00,2023-10-14 18:00:00
CITYUSDT,2.65,2023-10-14 23:00:00,2023-10-14 18:00:00
CHZUSDT,0.05521,2023-10-14 23:00:00,2023-10-14 18:00:00
CHRUSDT,0.0897,2023-10-14 23:00:00,2023-10-14 18:00:00
CHESSUSDT,0.1213,2023-10-14 23:00:00,2023-10-14 18:00:00
CFXUSDT,0.1153,2023-10-14 23:00:00,2023-10-14 18:00:00
CELRUSDT,0.01152,2023-10-14 23:00:00,2023-10-14 18:00:00
CELOUSDT,0.418,2023-10-14 23:00:00,2023-10-14 18:00:00
CAKEUSDT,1.108,2023-10-14 23:00:00,2023-10-14 18:00:00
C98USDT,0.1386,2023-10-14 23:00:00,2023-10-14 18:00:00
BURGERUSDT,0.3438,2023-10-14 23:00:00,2023-10-14 18:00:00
BTTCUSDT,3.7e-07,2023-10-14 23:00:00,2023-10-14 18:00:00
BTSUSDT,0.00926,2023-10-14 23:00:00,2023-10-14 18:00:00
BTCUSDT,26858.68,2023-10-14 23:00:00,2023-10-14 18:00:00
BSWUSDT,0.0603,2023-10-14 23:00:00,2023-10-14 18:00:00
BONDUSDT,5.373,2023-10-14 23:00:00,2023-10-14 18:00:00
BNXUSDT,0.2613,2023-10-14 23:00:00,2023-10-14 18:00:00
BNTUSDT,0.4982,2023-10-14 23:00:00,2023-10-14 18:00:00
BNBUSDT,206.4,2023-10-14 23:00:00,2023-10-14 18:00:00
BLZUSDT,0.123,2023-10-14 23:00:00,2023-10-14 18:00:00
BIFIUSDT,350.5,2023-10-14 23:00:00,2023-10-14 18:00:00
BICOUSDT,0.2083,2023-10-14 23:00:00,2023-10-14 18:00:00
BETAUSDT,0.07024,2023-10-14 23:00:00,2023-10-14 18:00:00
BELUSDT,0.5453,2023-10-14 23:00:00,2023-10-14 18:00:00
BCHUSDT,214.5,2023-10-14 23:00:00,2023-10-14 18:00:00
BATUSDT,0.1707,2023-10-14 23:00:00,2023-10-14 18:00:00
BARUSDT,2.078,2023-10-14 23:00:00,2023-10-14 18:00:00
BANDUSDT,1.028,2023-10-14 23:00:00,2023-10-14 18:00:00
BALUSDT,3.044,2023-10-14 23:00:00,2023-10-14 18:00:00
BAKEUSDT,0.1255,2023-10-14 23:00:00,2023-10-14 18:00:00
BADGERUSDT,2.006,2023-10-14 23:00:00,2023-10-14 18:00:00
AXSUSDT,4.29,2023-10-14 23:00:00,2023-10-14 18:00:00
AVAXUSDT,9.15,2023-10-14 23:00:00,2023-10-14 18:00:00
AVAUSDT,0.437,2023-10-14 23:00:00,2023-10-14 18:00:00
AUDIOUSDT,0.1422,2023-10-14 23:00:00,2023-10-14 18:00:00
AUCTIONUSDT,5.45,2023-10-14 23:00:00,2023-10-14 18:00:00
ATOMUSDT,6.582,2023-10-14 23:00:00,2023-10-14 18:00:00
ATMUSDT,2.271,2023-10-14 23:00:00,2023-10-14 18:00:00
ATAUSDT,0.0765,2023-10-14 23:00:00,2023-10-14 18:00:00
ASTUSDT,0.0816,2023-10-14 23:00:00,2023-10-14 18:00:00
ASTRUSDT,0.0423,2023-10-14 23:00:00,2023-10-14 18:00:00
ASRUSDT,2.196,2023-10-14 23:00:00,2023-10-14 18:00:00
ARUSDT,3.875,2023-10-14 23:00:00,2023-10-14 18:00:00
ARPAUSDT,0.04018,2023-10-14 23:00:00,2023-10-14 18:00:00
ARKUSDT,0.4962,2023-10-14 23:00:00,2023-10-14 18:00:00
ARKMUSDT,0.3309,2023-10-14 23:00:00,2023-10-14 18:00:00
ARDRUSDT,0.0672,2023-10-14 23:00:00,2023-10-14 18:00:00
ARBUSDT,0.8036,2023-10-14 23:00:00,2023-10-14 18:00:00
APTUSDT,4.9483,2023-10-14 23:00:00,2023-10-14 18:00:00
API3USDT,1.023,2023-10-14 23:00:00,2023-10-14 18:00:00
APEUSDT,1.054,2023-10-14 23:00:00,2023-10-14 18:00:00
ANTUSDT,4.557,2023-10-14 23:00:00,2023-10-14 18:00:00
ANKRUSDT,0.01928,2023-10-14 23:00:00,2023-10-14 18:00:00
AMPUSDT,0.00145,2023-10-14 23:00:00,2023-10-14 18:00:00
AMBUSDT,0.0086,2023-10-14 23:00:00,2023-10-14 18:00:00
ALPINEUSDT,1.6,2023-10-14 23:00:00,2023-10-14 18:00:00
ALPHAUSDT,0.0716,2023-10-14 23:00:00,2023-10-14 18:00:00
ALPACAUSDT,0.1359,2023-10-14 23:00:00,2023-10-14 18:00:00
ALICEUSDT,0.683,2023-10-14 23:00:00,2023-10-14 18:00:00
ALGOUSDT,0.0952,2023-10-14 23:00:00,2023-10-14 18:00:00
ALCXUSDT,12.38,2023-10-14 23:00:00,2023-10-14 18:00:00
AKROUSDT,0.00625,2023-10-14 23:00:00,2023-10-14 18:00:00
AGLDUSDT,0.555,2023-10-14 23:00:00,2023-10-14 18:00:00
AGIXUSDT,0.16717,2023-10-14 23:00:00,2023-10-14 18:00:00
AERGOUSDT,0.0992,2023-10-14 23:00:00,2023-10-14 18:00:00
ADXUSDT,0.1328,2023-10-14 23:00:00,2023-10-14 18:00:00
ADAUSDT,0.2469,2023-10-14 23:00:00,2023-10-14 18:00:00
ACMUSDT,1.761,2023-10-14 23:00:00,2023-10-14 18:00:00
ACHUSDT,0.01321,2023-10-14 23:00:00,2023-10-14 18:00:00
ACAUSDT,0.0446,2023-10-14 23:00:00,2023-10-14 18:00:00
AAVEUSDT,64.27,2023-10-14 23:00:00,2023-10-14 18:00:00
1INCHUSDT,0.2449,2023-10-14 23:00:00,2023-10-14 18:00:00
